  35 -0.95278E-07 -0.13400E-07 -0.31088E-07 -0.29948E-07 -0.23848E-05  0.20951E-07 -0.30736E-05  0.12658E-04 -0.18221E-04
  36 -0.24746E-06 -0.37063E-07 -0.12789E-06 -0.12444E-06 -0.58861E-05  0.52734E-07 -0.85123E-05  0.32250E-04 -0.46915E-04
  37 -0.50355E-06 -0.80241E-07 -0.36293E-06 -0.35540E-06 -0.11363E-04  0.10484E-06 -0.18299E-04  0.66656E-04 -0.96853E-04
  38 -0.15143E-05 -0.27340E-06 -0.17942E-05 -0.17712E-05 -0.30544E-04  0.30187E-06 -0.59980E-04  0.20434E-03 -0.29643E-03
  39 -0.37418E-05 -0.77658E-06 -0.65056E-05 -0.64555E-05 -0.66665E-04  0.70780E-06 -0.15756E-03  0.49877E-03 -0.72672E-03
  40 -0.12285E-04 -0.31636E-05 -0.33926E-04 -0.33834E-04 -0.17705E-03  0.21028E-05 -0.55487E-03  0.14751E-02 -0.22184E-02
  41 -0.35822E-04 -0.11139E-04 -0.14447E-03 -0.14448E-03 -0.41289E-03  0.54344E-05 -0.17334E-02  0.92898E-04 -0.22693E-02
  42 -0.94746E-04 -0.33755E-04 -0.53063E-03 -0.53132E-03 -0.88606E-03  0.12638E-04 -0.50015E-02 -0.63942E-03 -0.53211E-02
  43 -0.22870E-03 -0.89494E-04 -0.17039E-02 -0.17067E-02 -0.17755E-02  0.26632E-04 -0.13431E-01 -0.31076E-02 -0.12262E-01
  44 -0.10513E-02 -0.44013E-03 -0.13248E-01 -0.13263E-01 -0.64241E-02  0.93083E-04 -0.80832E-01 -0.60338E-01 -0.27608E-01
  45 -0.37569E-02 -0.16029E-02 -0.69741E-01 -0.69785E-01 -0.19252E-01  0.23617E-03 -0.36969     -0.31485     -0.76438E-01
  46 -0.11151E-01 -0.47993E-02 -0.25671     -0.25680     -0.54254E-01  0.50580E-03  -1.2515      -1.1126     -0.20000    
  47 -0.37187E-01 -0.16141E-01  -1.0027      -1.0028     -0.18370      0.11830E-02  -4.4532      -4.2543     -0.40470    
  48 -0.12842     -0.58734E-01  -4.1831      -4.1832     -0.50774      0.78429E-03  -25.373      -13.456      -12.496    
  49 -0.61996     -0.30539      -28.606      -28.606      -1.8359     -0.91890E-02  -144.13      -82.781      -63.486    
  50  -4.0360      -2.1352      -302.84      -302.84      -8.8709     -0.12758      -1085.7      -810.69      -285.61    
  51  -28.622      -16.118      -3653.4      -3653.4      -46.937      -1.2694      -8445.6      -8224.4      -279.39    
