   0  0.81081E-01
   1  0.81081E-01
   2  0.81081E-01
   3  0.81081E-01
   4  0.81081E-01
   5  0.30212E-01
   6  0.13185E-01
   7  0.24718E-01
   8  0.49034E-02
   9  0.49923E-02
  10  0.28167E-02
